Paper,Year,TC (mg cm-3),TC (%),IC (mg cm-3),IC (%),Location,Depth,Notes,Disturbance
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0950,2018,4.745,,0.477,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0951,2018,5.030,,0.451,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0952,2018,7.781,,0.108,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0953,2018,4.410,,0.416,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0954,2018,3.506,,0.648,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0955,2018,3.265,,0.472,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0956,2018,2.912,,0.519,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0957,2018,9.218,,0.123,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0958,2018,5.376,,0.442,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0959,2018,3.909,,0.479,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0960,2018,2.880,,0.487,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0961,2018,2.884,,0.376,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0962,2018,9.318,,0.087,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0963,2018,4.112,,0.289,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0964,2018,3.960,,0.479,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0965,2018,3.321,,0.439,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0966,2018,3.910,,0.675,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0967,2018,10.428,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0968,2018,5.344,,0.438,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0969,2018,3.640,,0.462,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0970,2018,3.664,,0.480,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0971,2018,2.665,,0.303,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0972,2018,26.143,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0973,2018,25.404,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0974,2018,19.697,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0975,2018,17.831,,0.178,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0976,2018,17.653,,0.596,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0977,2018,28.220,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0978,2018,24.278,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0979,2018,14.940,,0.149,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0980,2018,14.786,,0.633,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0981,2018,16.077,,1.250,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0982,2018,25.102,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0983,2018,25.810,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0984,2018,20.752,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0985,2018,22.742,,0.127,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0986,2018,25.929,,1.743,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0987,2018,26.795,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0988,2018,28.982,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0989,2018,22.563,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0990,2018,21.451,,0.069,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0991,2018,27.893,,1.563,,Dongzhai Bay,80-100,,Undisturbed
https://www.sciencedirect.com/science/article/pii/S0048969717307258,2014,,0.78,,0.15,"Xuan Thuy National Park (XTP) (20° 14′ 21.75″N, 106° 31′ 12.59″E)",0–35,,Cleared
https://www.sciencedirect.com/science/article/pii/S0048969717307258,2014,,1.72,,0.1,"Xuan Thuy National Park (XTP) (20° 14′ 21.75″N, 106° 31′ 12.59″E)",35–50,,Cleared
https://www.sciencedirect.com/science/article/pii/S0048969717307258,2014,,1.93,,0.07,"Xuan Thuy National Park (XTP) (20° 14′ 21.75″N, 106° 31′ 12.59″E)",0–35,,Undisturbed 
https://www.sciencedirect.com/science/article/pii/S0048969717307258,2014,,1.32,,0.14,"Xuan Thuy National Park (XTP) (20° 14′ 21.75″N, 106° 31′ 12.59″E)",35–50,,Undisturbed 
https://www.hindawi.com/journals/aess/2017/4010381/,2016,,,,,"Gulf of Thailand (13°20′37.05′′N, 100°56′34.83′′E)",0-5,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
