Paper,Year,TC (mg cm-3),TC (%),IC (mg cm-3),IC (%),Location,Depth,Notes,Disturbance
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0757,2018,72.930,,67.149,92.074,Qinglan Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0758,2018,65.858,,59.797,90.798,Qinglan Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0759,2018,20.938,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0760,2018,19.179,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0761,2018,13.966,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0762,2018,9.801,,0.203,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0763,2018,8.428,,0.572,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0764,2018,20.297,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0765,2018,18.599,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0766,2018,12.047,,0.294,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0767,2018,11.680,,0.377,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0768,2018,8.348,,0.299,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0769,2018,23.685,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0770,2018,18.659,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0771,2018,13.674,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0772,2018,11.083,,0.441,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0773,2018,10.549,,0.000,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0774,2018,20.236,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0775,2018,19.704,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0776,2018,12.506,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0777,2018,8.385,,0.297,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0778,2018,7.807,,0.628,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0779,2018,25.267,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0780,2018,17.053,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0781,2018,9.962,,0.022,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0782,2018,7.318,,0.358,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0783,2018,7.385,,0.857,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0784,2018,22.771,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0785,2018,25.978,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0786,2018,15.788,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0787,2018,15.690,,0.000,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0788,2018,11.694,,0.000,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0789,2018,28.878,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0790,2018,24.450,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0791,2018,23.701,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0792,2018,17.404,,0.000,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0793,2018,16.529,,0.464,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0794,2018,34.299,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0795,2018,28.609,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0796,2018,25.121,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0797,2018,22.846,,0.000,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0798,2018,21.038,,0.000,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0799,2018,33.507,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0800,2018,28.825,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0801,2018,23.917,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0802,2018,20.484,,0.174,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0803,2018,19.203,,0.503,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0804,2018,21.864,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0805,2018,17.080,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0806,2018,14.587,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0807,2018,15.411,,0.367,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0808,2018,18.474,,0.303,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0809,2018,19.177,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0810,2018,14.467,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0811,2018,12.334,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0812,2018,12.675,,0.000,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0813,2018,12.459,,0.189,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0814,2018,18.988,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0815,2018,16.150,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0816,2018,14.121,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0817,2018,13.695,,0.226,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0818,2018,14.521,,0.000,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0819,2018,28.830,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0820,2018,29.300,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0821,2018,14.787,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0822,2018,6.861,,0.000,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0823,2018,7.640,,0.000,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0824,2018,40.276,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0825,2018,32.027,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0826,2018,17.024,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0827,2018,7.218,,0.000,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0828,2018,5.321,,0.000,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0829,2018,38.278,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0830,2018,30.882,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0831,2018,21.007,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0832,2018,17.683,,0.149,0.842,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0833,2018,16.934,,1.026,6.061,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0834,2018,8.877,,0.418,4.714,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0835,2018,5.188,,0.571,11.014,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0836,2018,6.125,,0.300,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0837,2018,16.850,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0838,2018,19.445,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0839,2018,8.888,,0.519,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0840,2018,4.528,,0.356,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0841,2018,4.308,,0.273,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0842,2018,19.151,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0843,2018,13.788,,0.347,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0844,2018,8.638,,0.885,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0845,2018,5.407,,0.959,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0846,2018,5.053,,1.172,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0847,2018,17.639,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0848,2018,17.339,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0849,2018,8.716,,0.348,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0850,2018,5.364,,0.284,5.285,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0851,2018,4.847,,0.802,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0852,2018,27.879,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0853,2018,29.805,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0854,2018,11.101,,0.569,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0855,2018,7.775,,0.459,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0856,2018,6.461,,0.388,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0857,2018,27.198,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0858,2018,16.913,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0859,2018,5.261,,0.165,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0860,2018,6.163,,0.089,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0861,2018,3.037,,0.267,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0862,2018,25.287,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0863,2018,15.920,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0864,2018,9.392,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0865,2018,5.126,,0.218,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0866,2018,4.420,,0.462,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0867,2018,30.110,,1.593,5.290,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0868,2018,22.529,,0.231,1.024,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0869,2018,19.821,,0.285,1.439,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0870,2018,18.312,,0.228,1.243,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0871,2018,15.901,,0.371,2.334,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0872,2018,32.045,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0873,2018,23.362,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0874,2018,20.775,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0875,2018,18.870,,0.000,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0876,2018,15.423,,0.771,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0877,2018,30.666,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0878,2018,30.990,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0879,2018,18.098,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0880,2018,18.818,,0.000,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0881,2018,26.511,,0.343,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0882,2018,37.389,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0883,2018,36.931,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0884,2018,22.253,,0.000,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0885,2018,21.063,,0.000,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0886,2018,29.473,,0.777,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0887,2018,22.518,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0888,2018,8.659,,0.162,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0889,2018,6.255,,0.579,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0890,2018,10.147,,0.496,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0891,2018,10.415,,0.559,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0892,2018,23.641,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0893,2018,12.128,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0894,2018,9.549,,0.381,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0895,2018,12.422,,0.263,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0896,2018,13.120,,0.238,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0897,2018,24.853,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0898,2018,7.497,,0.000,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0899,2018,6.757,,0.580,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0900,2018,10.548,,0.402,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0901,2018,9.609,,0.479,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0902,2018,12.848,,0.469,3.647,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0903,2018,14.025,,0.116,0.828,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0904,2018,10.699,,0.124,1.157,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0905,2018,8.055,,0.152,1.884,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0906,2018,6.224,,0.177,2.849,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0907,2018,12.613,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0908,2018,11.506,,0.611,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0909,2018,6.312,,0.900,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0910,2018,4.607,,0.493,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0911,2018,5.930,,0.511,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0912,2018,13.561,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0913,2018,11.671,,0.664,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0914,2018,8.932,,0.858,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0915,2018,6.184,,0.966,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0916,2018,6.025,,0.959,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0917,2018,12.168,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0918,2018,10.387,,0.497,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0919,2018,7.533,,0.840,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0920,2018,6.374,,0.983,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0921,2018,6.104,,1.279,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0922,2018,16.101,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0923,2018,9.609,,0.286,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0924,2018,4.521,,0.310,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0925,2018,2.880,,0.381,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0926,2018,4.131,,0.407,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0927,2018,18.025,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0928,2018,8.165,,0.479,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0929,2018,4.211,,0.454,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0930,2018,3.257,,0.317,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0931,2018,3.304,,0.322,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0932,2018,13.939,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0933,2018,6.554,,0.382,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0934,2018,3.829,,0.613,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0935,2018,3.863,,0.883,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0936,2018,5.218,,1.016,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0937,2018,14.407,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0938,2018,10.718,,0.449,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0939,2018,4.434,,0.670,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0940,2018,6.053,,0.443,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0941,2018,5.339,,0.608,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0942,2018,16.087,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0943,2018,8.929,,0.622,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0944,2018,4.355,,0.624,,Dongzhai Bay,40-60,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0945,2018,5.036,,0.510,,Dongzhai Bay,60-80,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0946,2018,6.035,,0.672,,Dongzhai Bay,80-100,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0947,2018,14.014,,0.000,,Dongzhai Bay,0-20,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0948,2018,6.426,,0.384,,Dongzhai Bay,20-40,,Undisturbed
https://royalsocietypublishing.org/doi/suppl/10.1098/rsbl.2018.0949,2018,5.015,,0.395,,Dongzhai Bay,40-60,,Undisturbed
